"","Scenario_ID","Year","ClinicalCat","ClinicalOrNon","WeeksPerYr.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","BasicServices",2021,"Acute","Clinical",48,217.819166666667,239.116666666667,254.875,270.558333333333,293.149166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"2","BasicServices",2021,"Preventive","Clinical",48,525.874166666667,552.208333333333,582.018,607.816666666667,649.818333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"3","BasicServices",2021,"Public Health","Clinical",48,47.5,57.3958333333333,62.6121666666667,68.0583333333333,80.035,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"4","BasicServices",2022,"Acute","Clinical",48,209.675833333333,234.195833333333,253.348,272.191666666667,297.476666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"5","BasicServices",2022,"Preventive","Clinical",48,532.4625,569.716666666667,598.950333333333,626.529166666667,676.464166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"6","BasicServices",2022,"Public Health","Clinical",48,48.5783333333333,56.3125,64.8511666666667,71.7291666666667,86.5075,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"7","BasicServices",2023,"Acute","Clinical",48,196.489166666667,229.795833333333,249.947166666667,268.983333333333,306.938333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"8","BasicServices",2023,"Preventive","Clinical",48,527.856666666667,572.845833333333,609.7365,642.254166666667,683.593333333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"9","BasicServices",2023,"Public Health","Clinical",48,47.9341666666667,56.1625,66.8751666666667,74.4791666666667,95.6166666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"10","BasicServices",2024,"Acute","Clinical",48,197.553333333333,221.091666666667,247.5485,273.079166666667,312.826666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"11","BasicServices",2024,"Preventive","Clinical",48,534.798333333333,578.541666666667,622.202333333333,661.779166666667,719.133333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"12","BasicServices",2024,"Public Health","Clinical",48,48.7766666666667,56.7916666666667,68.884,78.7541666666667,98.2316666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"13","BasicServices",2025,"Acute","Clinical",48,198.291666666667,213.195833333333,244.352,274.304166666667,311.311666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"14","BasicServices",2025,"Preventive","Clinical",48,526.43,585.020833333333,630.142666666667,667.420833333334,734.094166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"15","BasicServices",2025,"Public Health","Clinical",48,46.5091666666667,57.5333333333333,71.3648333333333,82.1791666666667,96.9816666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"16","BasicServices",2026,"Acute","Clinical",48,184.513333333333,209.725,241.010833333333,266.95,313.664166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"17","BasicServices",2026,"Preventive","Clinical",48,523.508333333333,601.179166666667,640.56,691.195833333333,736.815,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"18","BasicServices",2026,"Public Health","Clinical",48,46.5225,58.8458333333333,71.5986666666667,85.6458333333333,99.21,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"19","BasicServices",2027,"Acute","Clinical",48,174.6175,202.804166666667,235.995333333333,263.745833333333,318.279166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"20","BasicServices",2027,"Preventive","Clinical",48,523.0725,601.4,645.980333333333,695.566666666667,759.925833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"21","BasicServices",2027,"Public Health","Clinical",48,46.1333333333333,55.8958333333333,73.7378333333333,89.5958333333333,109.17,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"22","BasicServices",2028,"Acute","Clinical",48,169.4575,192.266666666667,230.38,260.408333333333,310.296666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"23","BasicServices",2028,"Preventive","Clinical",48,516.554166666667,599.45,656.3125,717.016666666667,786.2425,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"24","BasicServices",2028,"Public Health","Clinical",48,48.0675,57.5375,75.3065,89.0166666666667,114.289166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"25","BasicServices",2029,"Acute","Clinical",48,161.6875,193.529166666667,227.901166666667,255.320833333333,309.335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
