"","Scenario_ID","Year","Task_ID","ServiceCat","ClinicalOrNon","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","BasicServices",2021,"ANC","Pregnancy","Clinical",6.98333333333333,7.84583333333333,8.58398611111111,9.31666666666667,10.45,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"2","BasicServices",2021,"Contraception","Family planning","Clinical",7.79583333333333,8.73333333333333,9.97216666666667,10.8083333333333,12.9333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"3","BasicServices",2021,"Diarrhea_U5","Sick child","Clinical",9.8675,11.125,12.4811666666667,13.6916666666667,15.605,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"4","BasicServices",2021,"HIV_test","HIV","Clinical",0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"5","BasicServices",2021,"MalariaTreat_adults","Malaria","Clinical",0.7,0.866666666666667,1.12977777777778,1.31666666666667,1.9,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"6","BasicServices",2021,"MalariaTreat_children","Malaria","Clinical",0.6,0.716666666666667,0.941236111111111,1.08333333333333,1.58333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"7","BasicServices",2021,"Malaria_test","Malaria","Clinical",3.26666666666667,3.96666666666667,5.21768055555556,5.95416666666667,8.53416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"8","BasicServices",2021,"Malnutrition_U5","Nutrition","Clinical",0.666666666666667,1.13333333333333,2.92773611111111,4.7,6.08416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"9","BasicServices",2021,"Newborn","Pregnancy","Clinical",10.5325,11.6166666666667,12.7641666666667,13.525,15.4475,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"10","BasicServices",2021,"Parasites_U5","Sick child","Clinical",2.84916666666667,3.37083333333333,3.743,4.14583333333333,4.58416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"11","BasicServices",2021,"RI_yr1","Immunization","Clinical",3.51666666666667,3.88333333333333,4.19926388888889,4.48333333333333,4.93416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"12","BasicServices",2021,"RI_yr2","Immunization","Clinical",0.9,0.983333333333333,1.05242592592593,1.11666666666667,1.21666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"13","BasicServices",2021,"SmokingCessation","NCDs","Clinical",0.0666666666666667,0.0833333333333333,0.0906666666666667,0.1,0.116666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"14","BasicServices",2021,"WellChild","Nutrition","Clinical",10.0658333333333,11.15,12.1019305555556,12.9708333333333,14.4841666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"15","BasicServices",2022,"ANC","Pregnancy","Clinical",6.9825,7.88333333333333,8.72611111111111,9.52083333333333,10.7666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"16","BasicServices",2022,"Contraception","Family planning","Clinical",7.28083333333333,8.87083333333333,10.2768333333333,11.4666666666667,13.4658333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"17","BasicServices",2022,"Diarrhea_U5","Sick child","Clinical",9.36416666666667,10.9625,12.5456666666667,13.9583333333333,16.5966666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"18","BasicServices",2022,"HIV_test","HIV","Clinical",0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"19","BasicServices",2022,"MalariaTreat_adults","Malaria","Clinical",0.616666666666667,0.766666666666667,1.01580555555556,1.16666666666667,1.68333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"20","BasicServices",2022,"MalariaTreat_children","Malaria","Clinical",0.516666666666667,0.633333333333333,0.849263888888889,1,1.41666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"21","BasicServices",2022,"Malaria_test","Malaria","Clinical",3.28333333333333,4.05,5.40426388888889,6.32083333333333,9.15,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"22","BasicServices",2022,"Malnutrition_U5","Nutrition","Clinical",0.666666666666667,1.13333333333333,2.91776388888889,4.66666666666667,6.10166666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"23","BasicServices",2022,"Newborn","Pregnancy","Clinical",10.3958333333333,11.7333333333333,13.0305,14.3708333333333,16.2125,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"24","BasicServices",2022,"Parasites_U5","Sick child","Clinical",2.54916666666667,3.3875,3.76733333333333,4.20416666666667,4.79249999999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"25","BasicServices",2022,"RI_yr1","Immunization","Clinical",3.58333333333333,3.96666666666667,4.29475,4.6,5.08333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"26","BasicServices",2022,"RI_yr2","Immunization","Clinical",0.766666666666667,0.95,1.03415277777778,1.13333333333333,1.25,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"27","BasicServices",2022,"SmokingCessation","NCDs","Clinical",0.0666666666666667,0.0833333333333333,0.0921666666666667,0.1,0.133333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"28","BasicServices",2022,"WellChild","Nutrition","Clinical",10.3825,11.4666666666667,12.4580138888889,13.3666666666667,14.9341666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"29","BasicServices",2023,"ANC","Pregnancy","Clinical",6.98333333333333,7.91666666666667,8.830375,9.7,11.1,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"30","BasicServices",2023,"Contraception","Family planning","Clinical",7.1275,8.9625,10.5518333333333,12.0291666666667,14.2991666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
"31","BasicServices",2023,"Diarrhea_U5","Sick child","Clinical",8.53333333333333,10.55,12.4238333333333,13.9916666666667,16.6466666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TaskValues_basic","PopValues","SeasonalityCurves","Cadres","Basic","Ethiopia",NA
