"","Scenario_ID","Year","Task_ID","ServiceCat","ClinicalOrNon","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,"DPC.Asth.126","NCDs","Clinical",0.316666666666667,0.383333333333333,0.420833333333333,0.466666666666667,0.517499999999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"2","ComprehensiveModel",2021,"DPC.Asth.128","NCDs","Clinical",0.1,0.116666666666667,0.127666666666667,0.133333333333333,0.166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"3","ComprehensiveModel",2021,"DPC.Cncr.116","NCDs","Clinical",1.33166666666667,1.45,1.559,1.65,1.80083333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"4","ComprehensiveModel",2021,"DPC.Cncr.118","NCDs","Clinical",4.14916666666667,4.52916666666667,4.888,5.25,5.58833333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"5","ComprehensiveModel",2021,"DPC.Cncr.119C","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0170454545454545,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"6","ComprehensiveModel",2021,"DPC.Cncr.119D","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"7","ComprehensiveModel",2021,"DPC.Cncr.119E","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0175,0.0166666666666667,0.0174999999999992,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"8","ComprehensiveModel",2021,"DPC.Cncr.119F","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0170588235294118,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"9","ComprehensiveModel",2021,"DPC.Cncr.119G","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0168333333333333,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"10","ComprehensiveModel",2021,"DPC.Cncr.119H","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0306666666666667,0.05,0.05,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"11","ComprehensiveModel",2021,"DPC.Cncr.119I","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0261666666666667,0.0333333333333333,0.05,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"12","ComprehensiveModel",2021,"DPC.Cncr.119J","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.017,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"13","ComprehensiveModel",2021,"DPC.Cncr.119K","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0173333333333333,0.0166666666666667,0.0166666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"14","ComprehensiveModel",2021,"DPC.Dbt.124","NCDs","Clinical",3.81333333333333,4.19583333333333,4.4485,4.65,5.1,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"15","ComprehensiveModel",2021,"DPC.Dbt.125A","NCDs","Clinical",0.15,0.183333333333333,0.200333333333333,0.216666666666667,0.25,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"16","ComprehensiveModel",2021,"DPC.Dbt.125B","NCDs","Clinical",0.133333333333333,0.15,0.164333333333333,0.183333333333333,0.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"17","ComprehensiveModel",2021,"DPC.Dbt.125C","NCDs","Clinical",0.116666666666667,0.133333333333333,0.1515,0.166666666666667,0.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"18","ComprehensiveModel",2021,"DPC.Dbt.125D","NCDs","Clinical",0.0666666666666667,0.0833333333333333,0.0906666666666667,0.1,0.116666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"19","ComprehensiveModel",2021,"DPC.Dbt.125E","NCDs","Clinical",0.0333333333333333,0.05,0.0525,0.05,0.0666666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"20","ComprehensiveModel",2021,"DPC.Dbt.125F","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0288333333333333,0.0333333333333333,0.0333333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"21","ComprehensiveModel",2021,"DPC.FA.adv","First aid","Clinical",0.0333333333333333,0.05,0.055,0.0666666666666667,0.0666666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"22","ComprehensiveModel",2021,"DPC.FA.basic","First aid","Clinical",0.0166666666666667,0.0166666666666667,0.0228333333333333,0.0333333333333333,0.0333333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"23","ComprehensiveModel",2021,"DPC.Hyp.121","NCDs","Clinical",9.815,11.0833333333333,11.8775,12.5291666666667,13.8691666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"24","ComprehensiveModel",2021,"DPC.Hyp.122A","NCDs","Clinical",0.533333333333333,0.645833333333333,0.705333333333333,0.783333333333333,0.867499999999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"25","ComprehensiveModel",2021,"DPC.Hyp.122B","NCDs","Clinical",0.748333333333333,0.816666666666667,0.9335,1.0375,1.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"26","ComprehensiveModel",2021,"DPC.Hyp.122C","NCDs","Clinical",0.5825,0.65,0.735833333333333,0.8,0.917499999999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"27","ComprehensiveModel",2021,"DPC.Hyp.122D","NCDs","Clinical",0.366666666666667,0.416666666666667,0.462166666666667,0.5,0.566666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"28","ComprehensiveModel",2021,"DPC.Hyp.122E","NCDs","Clinical",0.266666666666667,0.3,0.335166666666667,0.366666666666667,0.416666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"29","ComprehensiveModel",2021,"DPC.Hyp.122F","NCDs","Clinical",0.183333333333333,0.2,0.226666666666667,0.25,0.3,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"30","ComprehensiveModel",2021,"DPC.MH.130B","Mental health","Clinical",1.2,1.4625,1.64066666666667,1.85,2.03416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"31","ComprehensiveModel",2021,"DPC.MH.130C","Mental health","Clinical",1.1825,1.4,1.531,1.67083333333333,1.93333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"32","ComprehensiveModel",2021,"DPC.MH.130D","Mental health","Clinical",0.565833333333333,0.633333333333333,0.697166666666667,0.75,0.85,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"33","ComprehensiveModel",2021,"DPC.MH.130E","Mental health","Clinical",0.399166666666667,0.433333333333333,0.482333333333333,0.516666666666667,0.584166666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"34","ComprehensiveModel",2021,"DPC.MH.130F","Mental health","Clinical",0.283333333333333,0.316666666666667,0.355666666666667,0.383333333333333,0.433333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"35","ComprehensiveModel",2021,"DPC.Mlr.102","Campaign","Non-clinical",6.11333333333333,7.26666666666667,8.027,8.825,9.90083333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"36","ComprehensiveModel",2021,"DPC.Mlr.103A","Malaria","Clinical",2.06666666666667,2.5,3.27248611111111,3.8,5.385,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"37","ComprehensiveModel",2021,"DPC.Mlr.103B","Malaria","Clinical",1.73333333333333,2.1,2.75255555555556,3.18333333333333,4.55,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"38","ComprehensiveModel",2021,"DPC.Mlr.103C","Malaria","Clinical",9.56666666666667,11.5833333333333,15.2460972222222,17.5041666666667,25.3025,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"39","ComprehensiveModel",2021,"DPC.Mlr.104A","Malaria","Clinical",0.35,0.416666666666667,0.543694444444444,0.633333333333333,0.916666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"40","ComprehensiveModel",2021,"DPC.Mlr.104B","Malaria","Clinical",0.283333333333333,0.333333333333333,0.442611111111111,0.504166666666667,0.733333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"41","ComprehensiveModel",2021,"DPC.NTD.157","NTDs","Clinical",0.25,0.283333333333333,0.322833333333333,0.35,0.4,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"42","ComprehensiveModel",2021,"DPC.NTD.159","Campaign","Non-clinical",6.18166666666667,7.29166666666667,8.17866666666667,8.88333333333333,10.64,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"43","ComprehensiveModel",2021,"DPC.NTD.165","NTDs","Clinical",0.0833333333333333,0.0833333333333333,0.100166666666667,0.116666666666667,0.133333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"44","ComprehensiveModel",2021,"DPC.NTD.166","NTDs","Clinical",0.166666666666667,0.216666666666667,0.238333333333333,0.266666666666667,0.316666666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"45","ComprehensiveModel",2021,"DPC.NTD.171","Campaign","Non-clinical",6.33166666666667,7.35,8.25666666666667,9.14583333333333,10.1833333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"46","ComprehensiveModel",2021,"DPC.NTD.174","NTDs","Clinical",2.47833333333333,2.76666666666667,3.08583333333333,3.35416666666667,3.81916666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"47","ComprehensiveModel",2021,"DPC.Oph.136","NCDs","Clinical",0.0166666666666667,0.0166666666666667,0.0206666666666667,0.0166666666666667,0.0333333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"48","ComprehensiveModel",2021,"DPC.Oph.139","NCDs","Clinical",9.2625,10.3833333333333,11.5568333333333,12.675,14.5916666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"49","ComprehensiveModel",2021,"DPC.Oph.141","NCDs","Clinical",3.5975,4.01666666666667,4.55766666666667,4.975,5.88416666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"50","ComprehensiveModel",2021,"DPC.OutPt.152","NCDs","Clinical",16.1425,17.5291666666667,19.0576666666667,20.1791666666667,22.1708333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"51","ComprehensiveModel",2021,"DPC.STI.101","HIV","Clinical",2.54666666666667,3.02916666666667,3.289,3.5375,4.1025,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
