"","Scenario_ID","Year","ClinicalCat","ClinicalOrNon","WeeksPerYr.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"2","ComprehensiveModel",2021,"-","Non-productive",48,1588.25,1655.5,1701.722,1754.15,1801.23,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"3","ComprehensiveModel",2021,"Acute","Clinical",48,1669.09499999999,1741.68749999999,1784.48933333333,1822.11666666666,1901.43833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"4","ComprehensiveModel",2021,"Chronic","Clinical",48,5.99,7,7.61,8.2,9.6,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"5","ComprehensiveModel",2021,"Preventive","Clinical",48,1349.50666666667,1404.82083333333,1449.38716666667,1488.1875,1540.54916666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"6","ComprehensiveModel",2021,"Public Health","Clinical",48,17.3633333333333,20.3083333333333,22.0261666666667,23.8875,27.5675,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"7","ComprehensiveModel",2021,"Public Health","Non-clinical",48,276.45,299.6,321.112,340.4,367.61,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"8","ComprehensiveModel",2022,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"9","ComprehensiveModel",2022,"-","Non-productive",48,1595.99,1675,1715.656,1771,1823.62,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"10","ComprehensiveModel",2022,"Acute","Clinical",48,1629.7725,1725.72083333333,1770.13249999999,1829.81249999999,1894.14833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"11","ComprehensiveModel",2022,"Chronic","Clinical",48,5.79,6.8,7.534,8.2,9.6,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"12","ComprehensiveModel",2022,"Preventive","Clinical",48,1370.15833333333,1421.67083333333,1470.76866666667,1510.375,1591.6125,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"13","ComprehensiveModel",2022,"Public Health","Clinical",48,16.6108333333333,20.4625,22.4901666666667,24.8291666666667,28.0833333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"14","ComprehensiveModel",2022,"Public Health","Non-clinical",48,282.03,309.25,330.93,353.05,383.65,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"15","ComprehensiveModel",2023,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"16","ComprehensiveModel",2023,"-","Non-productive",48,1598.41,1680.3,1725.958,1780.25,1842.87,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"17","ComprehensiveModel",2023,"Acute","Clinical",48,1595.84416666666,1708.675,1763.53916666666,1825.95416666666,1893.08916666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"18","ComprehensiveModel",2023,"Chronic","Clinical",48,5.4,6.6,7.536,8.4,9.8,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"19","ComprehensiveModel",2023,"Preventive","Clinical",48,1374.975,1439.3,1493.85033333333,1539.80416666667,1621.99833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"20","ComprehensiveModel",2023,"Public Health","Clinical",48,16.6808333333333,20.025,22.9,25.8125,29.1741666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"21","ComprehensiveModel",2023,"Public Health","Non-clinical",48,282.59,306.9,338.762,370.05,403.71,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"22","ComprehensiveModel",2024,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"23","ComprehensiveModel",2024,"-","Non-productive",48,1604.68,1686,1736.41,1794.15,1875.89,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"24","ComprehensiveModel",2024,"Acute","Clinical",48,1565.84333333333,1692.8625,1756.77833333333,1826.17916666666,1908.73833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"25","ComprehensiveModel",2024,"Chronic","Clinical",48,5.4,6.4,7.536,8.4,10.21,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"26","ComprehensiveModel",2024,"Preventive","Clinical",48,1382.67916666666,1461.1125,1520.03366666667,1580.325,1658.25,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"27","ComprehensiveModel",2024,"Public Health","Clinical",48,17.1,19.9166666666667,23.818,27.85,31.6041666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"28","ComprehensiveModel",2024,"Public Health","Non-clinical",48,288.64,312.75,344.954,373,417.85,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"29","ComprehensiveModel",2025,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"30","ComprehensiveModel",2025,"-","Non-productive",48,2047.07,2117.7,2177.772,2228.2,2319.06,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"31","ComprehensiveModel",2025,"Acute","Clinical",48,1534.11666666666,1670.19166666666,1745.23733333333,1827.20833333333,1923.38916666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"32","ComprehensiveModel",2025,"Chronic","Clinical",48,5.39,6.2,7.484,8.6,10.6,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"33","ComprehensiveModel",2025,"Preventive","Clinical",48,1411.09416666667,1484.49583333333,1547.4685,1614.61666666667,1695.9225,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"34","ComprehensiveModel",2025,"Public Health","Clinical",48,15.8266666666667,20.2916666666667,24.2426666666667,28.1666666666667,34.7891666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"35","ComprehensiveModel",2025,"Public Health","Non-clinical",48,291.56,325.4,354.732,384.1,438.66,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"36","ComprehensiveModel",2026,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"37","ComprehensiveModel",2026,"-","Non-productive",48,2049.63,2131.45,2189.652,2250.3,2342.09,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"38","ComprehensiveModel",2026,"Acute","Clinical",48,1514.00833333333,1669.19583333333,1764.82916666666,1868.03333333333,1978.35916666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"39","ComprehensiveModel",2026,"Chronic","Clinical",48,5.19,6.2,7.434,8.5,10.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"40","ComprehensiveModel",2026,"Preventive","Clinical",48,1439.28583333333,1519.6875,1584.91216666667,1638.375,1765.88666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"41","ComprehensiveModel",2026,"Public Health","Clinical",48,15.575,19.9,25.1251666666667,29.3666666666667,36.8758333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"42","ComprehensiveModel",2026,"Public Health","Non-clinical",48,285.78,330.8,365.418,393.65,453.63,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"43","ComprehensiveModel",2027,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"44","ComprehensiveModel",2027,"-","Non-productive",48,2055.04,2146.6,2204.164,2270.8,2380.92,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"45","ComprehensiveModel",2027,"Acute","Clinical",48,1528.615,1690.475,1787.686,1892.77916666666,2010.04666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"46","ComprehensiveModel",2027,"Chronic","Clinical",48,4.8,5.8,7.29,8.4,10.41,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"47","ComprehensiveModel",2027,"Preventive","Clinical",48,1466.8225,1546.2375,1626.55333333333,1699.95833333333,1861.43666666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"48","ComprehensiveModel",2027,"Public Health","Clinical",48,14.2341666666667,20.3291666666667,25.4531666666667,30.4291666666667,38.7075,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"49","ComprehensiveModel",2027,"Public Health","Non-clinical",48,285.16,342.25,373.074,396.7,458.29,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"50","ComprehensiveModel",2028,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"51","ComprehensiveModel",2028,"-","Non-productive",48,2055.94,2143,2216.49,2289.85,2387.99,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"52","ComprehensiveModel",2028,"Acute","Clinical",48,1551.70916666667,1710.91666666666,1809.8595,1921.19583333333,2038.53249999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"53","ComprehensiveModel",2028,"Chronic","Clinical",48,4.99,5.6,7.184,8.4,10.21,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"54","ComprehensiveModel",2028,"Preventive","Clinical",48,1489.275,1594.85,1673.0185,1746.05,1878.88,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"55","ComprehensiveModel",2028,"Public Health","Clinical",48,14.6983333333333,20.5416666666667,25.9761666666667,31.4625,37.9683333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"56","ComprehensiveModel",2028,"Public Health","Non-clinical",48,291.97,347.45,379.678,413.55,473.8,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"57","ComprehensiveModel",2029,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"58","ComprehensiveModel",2029,"-","Non-productive",48,2061.07,2151.4,2229.63,2301.4,2422.36,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"59","ComprehensiveModel",2029,"Acute","Clinical",48,1557.44916666666,1722.9875,1834.875,1957.43749999999,2151.45,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"60","ComprehensiveModel",2029,"Chronic","Clinical",48,4.8,5.75,7.098,8.3,10.21,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"61","ComprehensiveModel",2029,"Preventive","Clinical",48,1515.04833333333,1626.4875,1720.753,1807.0375,1917.585,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"62","ComprehensiveModel",2029,"Public Health","Clinical",48,14.7766666666667,19.9541666666667,26.5221666666667,32.6166666666667,39.6075,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
