"","Scenario_ID","Year","ClinicalCat","ClinicalOrNon","WeeksPerYr.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"2","ComprehensiveModel",2021,"-","Non-productive",48,1592.1,1659.8,1706.396,1759.15,1807.59,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"3","ComprehensiveModel",2021,"Acute","Clinical",48,1780.0375,1882.38333333333,1926.18616666666,1973.81249999999,2056.98583333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"4","ComprehensiveModel",2021,"Chronic","Clinical",48,30.56,36.35,39.468,42.45,49.23,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"5","ComprehensiveModel",2021,"Preventive","Clinical",48,1491.4425,1551.16666666667,1602.94933333333,1651.97083333333,1728.09083333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"6","ComprehensiveModel",2021,"Public Health","Clinical",48,144.793333333333,168.808333333333,182.961166666667,198.125,229.2,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"7","ComprehensiveModel",2021,"Public Health","Non-clinical",48,252.67,274,293.548,311.35,335.84,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"8","ComprehensiveModel",2022,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"9","ComprehensiveModel",2022,"-","Non-productive",48,1603.31,1683.55,1724.402,1779.05,1832.66,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"10","ComprehensiveModel",2022,"Acute","Clinical",48,1771.43583333333,1863.52083333333,1930.8505,1998.08333333333,2070.39583333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"11","ComprehensiveModel",2022,"Chronic","Clinical",48,29.78,35.55,39.08,42.25,49.23,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"12","ComprehensiveModel",2022,"Preventive","Clinical",48,1514.58583333333,1577.3,1637.185,1693.4875,1778.20666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"13","ComprehensiveModel",2022,"Public Health","Clinical",48,138.6725,170.720833333333,187.6485,207.416666666667,234.261666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"14","ComprehensiveModel",2022,"Public Health","Non-clinical",48,258.84,284.05,303.926,323.3,352.58,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"15","ComprehensiveModel",2023,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"16","ComprehensiveModel",2023,"-","Non-productive",48,1608.7,1692.3,1738.626,1793.6,1854.43,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"17","ComprehensiveModel",2023,"Acute","Clinical",48,1754.99416666666,1875.24999999999,1940.08166666666,2014.55833333333,2101.99333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"18","ComprehensiveModel",2023,"Chronic","Clinical",48,28.39,34.3,39.116,43.2,50.82,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"19","ComprehensiveModel",2023,"Preventive","Clinical",48,1525.67583333333,1613.15416666667,1673.563,1735.3625,1803.1,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"20","ComprehensiveModel",2023,"Public Health","Clinical",48,140.351666666667,169.079166666667,191.980333333333,215.666666666667,244.3175,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"21","ComprehensiveModel",2023,"Public Health","Non-clinical",48,259.72,282.8,312.492,342.55,370.57,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"22","ComprehensiveModel",2024,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"23","ComprehensiveModel",2024,"-","Non-productive",48,1618.43,1703.5,1753.164,1811.3,1896.15,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"24","ComprehensiveModel",2024,"Acute","Clinical",48,1734.02333333333,1885.3,1953.833,2026.7,2151.5675,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"25","ComprehensiveModel",2024,"Chronic","Clinical",48,27.59,33.15,38.998,43.55,52.83,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"26","ComprehensiveModel",2024,"Preventive","Clinical",48,1549.18833333333,1646.5,1713.55016666667,1786.425,1868.415,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"27","ComprehensiveModel",2024,"Public Health","Clinical",48,144.125,167.704166666667,200.5525,234.141666666667,266.245,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"28","ComprehensiveModel",2024,"Public Health","Non-clinical",48,267.28,290.9,319.644,345,385.41,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"29","ComprehensiveModel",2025,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"30","ComprehensiveModel",2025,"-","Non-productive",48,2064.34,2137.95,2198.52,2247.75,2346.59,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"31","ComprehensiveModel",2025,"Acute","Clinical",48,1722.64416666666,1864.4375,1966.80466666666,2051.79166666666,2222.775,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
