"","Scenario_ID","Year","ClinicalCat","ClinicalOrNon","WeeksPerYr.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"2","ComprehensiveModel",2021,"-","Non-productive",48,1592.09,1659.95,1706.242,1758.85,1806.65,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"3","ComprehensiveModel",2021,"Acute","Clinical",48,1753.31333333333,1837.61249999999,1892.9905,1933.89583333333,2028.66416666666,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"4","ComprehensiveModel",2021,"Chronic","Clinical",48,3.19,3.75,4.032,4.4,5,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"5","ComprehensiveModel",2021,"Preventive","Clinical",48,1450.985,1509.62083333333,1558.70616666667,1608.07083333333,1671.51916666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"6","ComprehensiveModel",2021,"Public Health","Clinical",48,8.04,9.39583333333333,10.2305,11.0625,12.7941666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"7","ComprehensiveModel",2021,"Public Health","Non-clinical",48,226.87,245.95,263.54,279.55,301.4,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"8","ComprehensiveModel",2022,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"9","ComprehensiveModel",2022,"-","Non-productive",48,1603.93,1683.15,1724.566,1779.3,1831.49,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"10","ComprehensiveModel",2022,"Acute","Clinical",48,1719.89333333333,1800.97916666666,1874.30166666666,1949.76249999999,2034.595,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"11","ComprehensiveModel",2022,"Chronic","Clinical",48,3,3.6,4.008,4.4,5,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"12","ComprehensiveModel",2022,"Preventive","Clinical",48,1469.3175,1529.0125,1581.96833333333,1626.975,1707.32083333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"13","ComprehensiveModel",2022,"Public Health","Clinical",48,7.72583333333333,9.56666666666667,10.4946666666667,11.5541666666667,13.1333333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"14","ComprehensiveModel",2022,"Public Health","Non-clinical",48,232.67,255.15,272.984,290.8,316.6,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"15","ComprehensiveModel",2023,"-","Non-clinical",48,1440,1440,1440,1440,1440,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
"16","ComprehensiveModel",2023,"-","Non-productive",48,1609.84,1690.65,1739.258,1794.65,1854.81,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","SNNPR",NA
